q1,q2,q3,xe,ye,thetae
1.45,-1.67,-1,10.08,-1.15,-69.9
2.56,-2.07,-1,6.44,3.72,-29.22
2.69,-2.05,0,4.93,11.42,36.67
1.55,-1.12,2,1.21,14.49,139.23
2.57,-1.45,1,-6.49,16.06,121.47
2.32,-1.28,1,-4.39,17.41,116.88
0.11,-1.57,0,8.51,-13.15,-83.65
0.02,-0.71,-1,11.56,-11.27,-96.83
2.71,-2.61,-1,4.96,-1.86,-51.57
3.01,-2.49,1,-0.51,11.39,87.09
2.0,-1.78,0,10.75,9.42,12.61
3.02,-1.35,-1,-2.15,12.16,38.39
1.56,-2.0,1,12.34,7.74,32.09
0.7,-1.67,1,16.31,-1.05,1.72
0.65,-2.89,0,-3.11,-6.74,-128.34
1.35,-2.52,-1,0.32,-5.4,-124.33
0.48,-0.26,-1,18.02,-0.16,-44.69
1.41,-2.99,1,6.91,-3.93,-33.23
0.45,-2.88,-1,-5.71,0.46,-196.52
2.23,-1.27,1,-2.93,17.74,112.3
0.07,-1.3,1,16.14,-7.7,-13.18
2.4,-2.31,0,8.78,5.99,5.16
2.82,-1.66,-1,3.06,9.75,9.17
2.97,-1.5,1,-11.67,12.52,141.52
2.73,-2.56,0,7.38,5.17,9.74
2.52,-1.55,1,-4.45,16.3,112.87
2.22,-0.33,-1,-2.02,17.66,50.99
3.0,-2.27,0,3.5,10.32,41.83
1.12,-0.44,1,7.73,17.66,96.26
2.82,-2.48,-1,5.49,0.26,-37.82
2.14,-2.9,-1,-0.02,-5.8,-100.84
1.15,-0.89,1,11.76,14.85,72.19
0.33,-0.71,0,19.62,-2.92,-21.77
1.22,-2.32,-1,2.05,-5.71,-120.32
1.38,-2.22,1,12.91,2.78,9.17
0.93,-0.94,1,15.03,11.39,56.72
0.27,-1.45,1,16.3,-5.86,-10.31
0.48,-2.81,1,3.06,-8.64,-76.2
2.2,-0.04,2,-11.68,5.52,238.35
2.5,-0.59,-1,-3.64,16.32,52.14
2.61,-0.76,1,-14.67,12.29,163.29
2.68,-0.24,1,-18.3,5.58,197.1
2.33,-0.15,0,-12.83,16.56,124.9
1.88,-0.79,0,4.34,19.08,62.45
1.56,-1.06,-1,12.36,7.0,-28.65
0.28,-1.06,0,16.68,-7.91,-44.69
1.55,-1.92,0,13.2,1.94,-21.2
1.15,-0.76,1,10.59,15.94,79.64
2.98,-2.02,2,-9.78,8.12,169.6
0.5,-1.56,1,16.55,-3.17,-3.44
0.89,-1.45,1,16.67,4.7,25.21
1.78,-2.94,1,8.25,-0.69,-9.17
2.82,-0.39,1,-18.65,4.79,196.52
2.38,-2.31,0,8.9,5.81,4.01
1.04,-1.56,1,15.83,5.79,27.5
2.26,-3.1,-1,-1.64,-6.56,-105.42
0.84,-2.73,1,6.88,-6.87,-50.99
2.7,-0.72,-1,-5.21,15.23,56.15
0.68,-0.37,1,13.91,13.3,75.06
1.93,-3.0,0,4.26,-5.73,-61.31
1.39,-1.37,1,11.92,12.99,58.44
0.06,-1.25,-1,5.53,-11.78,-125.48
1.57,-0.86,-1,12.02,9.56,-16.62
0.81,-2.72,0,0.17,-8.13,-109.43
0.41,-0.7,-1,15.07,-5.94,-73.91
1.37,-1.16,-1,13.17,3.35,-45.26
2.13,-0.76,-1,4.21,15.32,21.2
0.17,-1.52,0,9.97,-12.48,-77.35
0.62,-0.98,-1,13.71,-5.24,-77.92
0.62,-3.04,1,1.49,-7.48,-81.36
2.89,-3.12,0,6.85,-1.45,-13.18
0.04,-2.03,-1,-2.77,-7.17,-171.31
1.97,-2.55,-1,3.07,-4.39,-90.53
2.87,-1.07,1,-14.93,11.04,160.43
0.96,-0.98,0,18.01,5.45,-1.15
2.38,-0.07,1,-16.68,8.83,189.65
0.53,-0.24,1,14.69,12.27,73.91
0.64,-0.05,0,17.25,11.97,33.8
0.09,-1.5,1,14.51,-9.07,-23.49
0.1,-2.73,0,-5.24,-6.16,-150.69
2.54,-0.37,1,-16.72,9.54,181.63
2.59,-0.59,1,-15.8,11.02,171.89
1.97,-1.37,0,8.83,14.35,34.38
2.04,-0.61,0,-1.2,20.1,81.93
3.11,-0.86,0,-15.79,11.11,128.92
1.41,-0.51,-1,12.44,11.69,-5.73
1.23,-2.13,0,11.04,-4.37,-51.57
1.3,-3.03,1,5.98,-4.83,-41.83
2.1,-1.91,1,5.94,13.86,68.18
0.88,-2.47,-1,-1.64,-5.27,-148.4
2.19,-2.33,1,7.44,10.03,49.27
1.01,-2.16,-1,2.75,-6.32,-123.19
1.81,-2.91,-1,-2.02,-5.48,-120.32
2.35,-0.7,-1,0.1,16.19,37.24
1.27,-0.91,0,15.18,11.62,20.63
0.39,-0.04,1,14.58,11.89,77.35
2.22,-1.95,-1,7.73,2.77,-41.83
1.8,-1.97,1,10.03,10.8,47.56
1.4,-1.0,0,14.08,12.35,22.92
0.69,-1.74,-1,5.65,-7.83,-117.46
0.81,-2.77,2,9.16,-1.13,2.29
0.56,-1.64,-1,5.82,-8.57,-119.18
1.52,-2.88,0,3.28,-6.7,-77.92
2.11,-2.51,0,9.3,0.55,-22.92
0.4,-1.46,-1,6.58,-9.56,-118.03
0.68,-1.35,1,17.55,2.32,18.91
3.13,-2.16,1,-5.76,12.3,112.87
2.19,-2.52,1,8.05,7.78,38.39
0.53,-1.98,0,7.73,-10.36,-83.08
0.87,-0.37,1,11.15,15.69,85.94
1.92,-0.02,1,-11.45,14.88,166.16
1.35,-0.73,0,12.93,14.96,35.52
1.61,-2.14,0,11.8,-0.08,-30.37
0.68,-0.01,-2,12.6,1.95,-76.2
2.51,-0.11,-1,-9.62,15.76,80.21
2.92,-0.63,0,-16.05,12.07,131.21
1.44,-2.37,-1,2.64,-5.22,-110.58
0.7,-0.34,-1,17.52,2.8,-36.67
0.24,-0.64,-1,14.44,-7.96,-80.21
3.11,-1.94,0,-1.53,13.11,67.04
2.82,-0.78,1,-16.77,9.17,174.18
1.37,-1.21,1,11.1,14.39,66.46
2.17,-0.91,1,-6.26,17.85,129.49
0.05,-0.56,1,19.28,0.23,28.07
0.39,-2.78,1,2.62,-9.0,-79.64
3.1,-2.31,0,2.86,10.24,45.26
1.5,-3.04,-1,-5.06,-3.98,-145.53
0.79,-0.5,-2,10.66,0.04,-97.98
1.94,-0.07,-1,-0.08,18.57,49.85
3.08,-2.58,-1,5.3,0.43,-28.65
1.49,-0.06,-1,7.91,16.83,24.64
0.46,-1.2,0,16.61,-6.33,-42.4
2.63,-0.24,1,-18.0,6.49,194.23
0.38,-0.35,1,17.1,8.81,59.01
2.83,-1.13,1,-13.89,12.08,154.7
3.07,-1.05,-1,-6.36,12.77,58.44
2.88,-0.83,0,-13.22,14.23,117.46
0.75,-0.19,1,11.13,15.49,89.38
1.53,-2.87,0,3.49,-6.63,-76.78
2.88,-2.61,0,6.73,5.54,15.47
0.61,-2.06,1,12.88,-5.98,-25.78
0.89,-2.22,1,12.7,-3.63,-18.91
2.52,-2.87,1,6.46,5.91,37.24
0.14,-2.97,1,-1.53,-7.94,-104.85
0.7,-2.56,2,10.29,-1.22,8.02
2.85,-1.08,-1,-3.06,13.75,44.12
2.29,-1.33,-1,6.4,10.72,-2.29
0.46,-0.11,-1,18.42,1.27,-37.24
3.01,-1.86,0,-1.22,13.7,65.89
1.75,-1.35,-1,10.98,5.66,-34.38
3.1,-2.08,1,-6.37,12.56,115.74
2.36,-2.66,0,8.41,0.79,-17.19
0.49,-0.51,0,20.17,3.01,-1.15
1.72,-2.11,0,11.91,1.6,-22.35
0.1,-2.27,0,-0.93,-10.86,-124.33
1.6,-2.5,1,11.11,2.21,5.73
0.33,-1.22,1,17.99,-2.4,6.3
1.76,-1.6,1,8.39,14.41,66.46
1.59,-0.61,-1,10.76,12.67,-1.15
2.3,-1.47,0,4.78,15.55,47.56
2.48,-1.19,-1,3.12,13.03,16.62
3.04,-0.77,-1,-9.4,12.75,72.77
1.9,-0.68,-1,6.97,14.73,12.61
0.44,-2.25,-1,-1.94,-6.1,-161.0
2.98,-1.23,1,-14.63,10.69,157.56
0.83,-1.03,-1,14.12,-2.75,-68.75
0.15,-3.13,-1,-4.67,5.12,-228.04
2.62,-2.67,-1,4.41,-2.93,-60.16
0.27,-1.59,1,15.13,-7.12,-18.33
2.96,-0.6,0,-16.82,11.13,135.22
2.16,-0.31,0,-7.75,19.28,106.0
2.48,-2.32,0,8.3,6.53,9.17
1.8,-0.67,0,4.38,19.48,64.74
2.81,-0.42,0,-16.85,11.84,136.94
1.98,-2.7,0,7.74,-2.81,-41.25
2.74,-2.94,-1,2.95,-5.18,-68.75
1.97,-0.67,0,1.02,19.94,74.48
0.27,-1.16,-1,8.96,-10.22,-108.29
1.47,-1.06,0,13.54,12.55,23.49
2.46,-2.8,0,7.76,-0.26,-19.48
2.84,-2.48,2,-5.1,9.48,135.22
2.74,-2.09,0,4.7,11.21,37.24
0.81,-0.75,1,15.24,11.6,60.73
1.04,-1.69,-1,8.56,-5.18,-94.54
0.5,-0.26,-1,18.02,0.2,-43.54
0.14,-2.85,0,-5.78,-4.88,-155.27
2.41,-2.51,1,6.11,9.46,51.57
0.15,-1.31,0,12.51,-11.79,-66.46
0.03,-3.02,1,-2.77,-7.24,-114.02
0.57,-2.28,-1,-1.44,-6.08,-155.27
2.06,-0.17,1,-12.27,14.57,165.58
0.45,-2.55,0,-0.76,-9.04,-120.32
1.45,-2.37,0,9.33,-4.19,-52.71
1.95,-0.86,0,3.88,18.92,62.45
0.95,-1.35,-1,11.71,-3.93,-80.21
2.47,-1.63,-1,6.1,8.45,-9.17
0.92,-2.77,-1,-4.39,-3.17,-163.29
0.09,-1.96,-1,-1.84,-7.94,-164.44
3.05,-0.57,1,-19.1,2.62,199.39
0.07,-0.26,0,20.73,-2.15,-10.89
2.86,-2.41,-1,5.55,1.33,-31.51
1.06,-1.08,1,14.32,11.78,56.15
0.54,-0.91,0,19.06,-1.46,-21.2
1.56,-1.67,1,11.44,11.67,50.99
2.44,-0.07,-1,-8.97,16.26,78.5
3.11,-1.02,0,-13.94,12.38,119.75
2.83,-2.42,1,0.88,11.85,80.79
2.84,-0.8,0,-13.01,14.57,116.88
0.7,-0.99,0,18.77,0.51,-16.62
2.08,-0.89,0,1.79,19.11,68.18
1.45,-0.16,0,4.72,20.4,73.91
1.33,-1.47,0,15.53,4.84,-8.02
1.45,-2.85,1,8.48,-2.68,-22.92
1.96,-0.79,1,-3.87,18.7,124.33
2.92,-1.31,0,-7.38,15.53,92.25
2.46,-1.94,0,6.71,11.37,29.79
1.24,-1.41,0,16.07,4.25,-9.74
1.79,-1.14,-2,5.58,4.24,-77.35
1.31,-2.21,0,10.51,-4.2,-51.57
0.25,-1.62,0,9.57,-11.99,-78.5
2.68,-1.35,1,-9.42,14.99,133.5
1.57,-2.67,-1,-0.35,-5.28,-120.32
1.85,-2.97,-1,-2.53,-5.54,-121.47
0.78,-1.43,-1,10.0,-6.29,-94.54
3.08,-0.13,1,-18.69,-3.3,226.32
1.86,-1.62,1,7.08,14.99,71.05
2.01,-0.44,0,-2.97,20.34,89.95
2.51,-1.6,1,-3.68,16.26,109.43
2.53,-3.06,-1,0.59,-6.51,-87.66
2.93,-1.55,0,-4.19,15.22,79.07
2.55,-0.58,0,-11.25,16.8,112.87
2.92,-2.42,0,5.46,8.25,28.65
3.06,-0.65,2,-14.27,-1.44,252.67
0.58,-2.88,-1,-5.72,-0.28,-189.08
2.68,-0.41,1,-17.72,7.58,187.36
0.4,-2.43,0,0.24,-9.82,-116.31
0.64,-2.49,0,1.76,-9.28,-106.0
2.13,-0.47,-1,1.19,17.2,37.82
2.01,-2.86,1,8.56,2.12,8.59
2.73,-2.17,-2,0.43,-0.42,-82.51
0.5,-2.22,-1,-1.28,-6.43,-155.84
2.56,-1.17,0,-3.33,17.62,79.64
2.0,-1.35,0,8.23,14.84,37.24
3.11,-0.32,-1,-15.09,9.46,102.56
0.34,-2.61,1,4.17,-9.71,-72.77
0.37,-0.24,-1,17.98,-1.91,-49.85
0.28,-1.65,1,14.65,-7.46,-21.2
0.21,-0.11,0,20.78,2.86,5.73
2.94,-2.16,1,-3.34,13.17,101.99
2.31,-2.67,2,1.35,9.69,93.97
2.23,-1.11,0,1.81,18.13,64.17
2.57,-2.94,0,7.17,-1.28,-21.2
1.24,-1.64,-1,9.91,-3.0,-80.21
2.12,-0.56,1,-9.43,16.82,146.68
2.68,-1.62,0,0.58,15.33,60.73
0.27,-1.93,1,11.65,-9.4,-37.82
1.15,-1.1,-1,13.92,1.05,-54.43
2.61,-1.48,-1,3.89,10.79,7.45
2.55,-1.33,-1,3.43,12.01,12.61
2.87,-0.13,1,-18.97,0.67,214.29
2.2,-1.0,0,0.95,18.71,68.75
3.01,-2.1,0,1.65,11.97,52.14
2.18,-0.83,0,-0.94,19.4,77.35
1.99,-2.77,0,7.1,-3.45,-44.69
2.13,-2.38,1,8.19,8.97,42.97
1.66,-1.56,-1,10.69,2.19,-51.57
2.68,-1.65,0,0.94,15.12,59.01
0.26,-0.23,0,20.76,2.22,1.72
2.38,-2.4,1,5.83,10.5,56.15
0.83,-1.33,1,17.01,5.17,28.65
2.55,-1.81,0,4.53,13.34,42.4
0.39,-0.97,1,18.72,1.68,24.06
1.11,-1.8,0,13.91,-2.64,-39.53
0.65,-0.56,1,15.78,11.07,62.45
1.31,-2.29,1,12.7,1.09,1.15
0.06,-0.04,1,17.65,6.52,58.44
2.05,-1.28,1,0.41,17.95,101.41
2.35,-0.43,0,-9.71,18.14,110.01
1.01,-0.72,-1,15.74,3.37,-40.68
2.66,-0.43,-1,-8.15,15.37,70.47
0.12,-1.77,1,11.97,-10.38,-37.24
1.1,-1.57,0,15.66,-0.1,-26.93
0.04,-3.04,0,-6.87,-1.7,-171.89
0.4,-1.29,0,15.26,-8.15,-50.99
2.05,-1.1,-1,7.84,11.56,-2.86
0.82,-0.69,1,14.7,12.36,64.74
0.97,-3.06,0,-2.99,-6.38,-119.75
2.65,-1.85,-1,5.57,6.94,-11.46
2.43,-1.36,-2,2.24,5.1,-53.29
2.81,-2.84,0,7.38,1.86,-1.72
2.37,-0.1,-1,-7.45,16.92,72.77
2.43,-1.58,-1,6.24,8.78,-8.59
0.49,-2.25,0,3.54,-10.46,-100.84
1.1,-0.63,0,15.66,12.58,26.93
0.83,-1.37,-1,10.94,-5.43,-88.24
1.22,-0.12,0,8.76,19.05,63.03
2.21,-0.22,-1,-3.18,17.86,56.72
2.31,-1.61,1,-0.26,16.62,97.4
3.11,-1.45,-1,-2.09,11.49,37.82
3.05,-2.9,0,6.87,2.73,8.59
1.76,-2.27,-1,5.22,-3.53,-86.52
2.26,-1.0,1,-6.76,17.47,129.49
1.91,-0.5,0,-0.09,20.42,80.79
0.35,-2.14,1,9.98,-9.4,-45.26
2.78,-2.3,1,0.3,12.68,84.8
0.91,-1.12,1,16.07,9.04,45.26
0.08,-3.12,-1,-4.35,5.33,-231.47
2.84,-2.25,-1,5.55,3.18,-23.49
1.1,-3.11,-1,-6.74,-1.02,-172.46
2.64,-1.01,0,-6.97,17.34,93.39
1.38,-1.19,0,15.08,9.52,10.89
1.28,-2.23,-1,3.49,-5.49,-111.73
1.65,-0.54,0,5.67,19.52,63.6
1.77,-1.26,0,10.83,13.7,29.22
1.16,-1.53,0,15.85,1.36,-21.2
0.62,-0.37,-1,17.6,1.03,-42.97
1.28,-3.07,-1,-6.09,-2.54,-159.86
1.04,-2.66,1,8.9,-5.02,-35.52
1.24,-3.06,-1,-6.09,-2.38,-161.57
2.94,-1.46,-1,-0.01,11.61,27.5
3.02,-3.1,0,7.01,-0.27,-4.58
2.64,-1.56,0,0.46,15.71,61.88
2.02,-1.25,0,7.01,16.05,44.12
2.29,-1.33,-1,6.4,10.72,-2.29
0.72,-0.67,0,19.25,5.32,2.86
1.54,-2.51,-1,1.45,-5.23,-112.87
1.91,-2.49,1,9.92,5.62,24.06
0.12,-1.39,0,11.1,-12.53,-72.77
3.05,-2.02,2,-10.32,7.42,173.61
0.36,-1.7,0,9.75,-11.16,-76.78
2.16,-0.66,2,-9.95,10.35,200.54
2.52,-0.16,-1,-9.19,15.85,77.92
0.85,-0.02,0,14.07,15.59,47.56
1.36,-1.74,1,13.66,8.32,35.52
1.77,-2.96,-1,-2.85,-5.34,-125.48
1.39,-1.63,-1,10.33,-1.4,-71.05
2.57,-2.83,1,6.05,6.71,42.4
2.37,-2.64,-1,3.8,-3.67,-72.77
2.97,-2.7,1,1.92,9.75,72.77
1.86,-3.06,0,3.08,-6.34,-68.75
2.41,-2.34,1,5.13,11.31,61.31
1.57,-2.12,-2,0.16,-0.56,-146.1
0.1,-1.63,1,13.29,-9.83,-30.37
1.04,-0.94,-1,14.86,1.25,-51.57
2.2,-1.54,0,6.94,14.24,37.82
0.65,-2.88,0,-3.0,-6.83,-127.77
0.96,-1.24,-1,12.75,-2.91,-73.34
0.13,-1.4,-1,4.51,-11.14,-130.06
1.51,-0.69,0,9.98,17.22,46.98
0.93,-0.64,0,17.6,9.61,16.62
0.54,-1.11,-1,11.9,-7.18,-89.95
0.69,-3.05,-1,-6.4,1.04,-192.51
2.9,-1.68,-1,2.44,9.78,12.61
0.11,-2.48,1,3.34,-10.97,-78.5
2.14,-2.51,0,9.28,0.83,-21.2
0.4,-2.47,1,6.46,-9.56,-61.31
0.03,-1.44,0,9.24,-13.61,-80.79
2.61,-2.67,0,7.94,2.71,-3.44
0.56,-0.74,-1,15.48,-4.01,-67.61
0.54,-2.35,-2,-1.15,1.14,-218.3
1.41,-1.16,-1,13.02,3.87,-42.97
3.12,-1.95,1,-8.22,12.38,124.33
0.1,-0.53,2,13.33,4.78,89.95
0.77,-2.84,-1,-5.31,-1.77,-175.9
0.41,-1.43,-1,7.04,-9.48,-115.74
1.39,-2.47,1,11.54,0.15,-4.58
0.73,-2.61,1,7.55,-7.4,-50.42
2.87,-2.33,1,-0.52,12.47,88.24
0.13,-2.23,-1,-3.59,-5.43,-177.62
0.41,-0.28,0,20.3,4.61,7.45
0.02,-0.23,-1,16.32,-7.87,-69.33
2.86,-1.47,-1,1.01,11.49,22.35
1.42,-0.67,0,11.3,16.46,42.97
2.61,-0.58,1,-16.09,10.6,173.61
2.29,-1.34,-1,6.45,10.61,-2.86
3.14,-2.96,1,2.55,7.74,67.61
0.34,-0.01,1,14.89,11.4,76.2
0.38,-2.73,1,3.11,-9.21,-77.35
0.47,-1.22,2,13.57,5.04,71.62
3.1,-2.32,0,2.96,10.14,44.69
0.17,-2.68,-1,-5.28,-0.43,-201.11
1.7,-3.04,1,7.3,-2.21,-19.48
0.32,-1.27,1,17.71,-3.14,2.86
0.04,-2.48,-1,-5.04,-2.18,-197.1
0.99,-2.52,-1,-1.6,-5.16,-144.96
0.67,-0.2,-1,17.77,3.98,-30.37
0.58,-2.64,1,5.99,-8.45,-60.73
0.32,-0.2,1,16.64,9.34,64.17
0.88,-1.68,0,14.21,-4.65,-45.84
0.36,-0.59,1,18.39,5.74,44.12
3.12,-0.91,1,-18.16,5.29,183.92
0.23,-2.16,1,8.54,-10.57,-53.29
2.8,-3.12,0,6.69,-2.06,-18.33
3.0,-1.13,-1,-4.48,13.03,49.85
3.14,-3.08,1,3.41,6.54,60.73
2.19,-1.41,0,5.89,15.55,44.69
2.31,-2.65,1,7.41,7.13,37.82
0.81,-1.88,0,11.55,-7.21,-61.31
0.15,-0.96,0,16.57,-9.09,-46.41
2.22,-1.6,0,7.16,13.71,35.52
2.68,-0.89,1,-14.36,12.36,159.86
2.36,-2.19,-1,6.65,0.95,-47.56
1.4,-2.63,1,10.35,-1.3,-13.18
0.18,-2.3,1,6.28,-11.02,-64.17
0.02,-0.75,1,18.96,-2.66,15.47
0.25,-2.07,1,9.83,-10.17,-46.98
1.17,-1.67,1,15.02,6.45,28.65
1.56,-1.5,1,10.49,13.53,60.73
1.75,-2.2,0,11.36,0.8,-25.78
1.37,-2.19,0,10.95,-3.38,-46.98
2.45,-3.05,0,6.16,-3.44,-34.38
1.81,-2.04,0,11.97,3.61,-13.18
2.01,-1.1,1,-1.01,18.46,109.43
1.47,-1.23,0,14.3,10.29,13.75
0.07,-0.05,1,17.65,6.59,58.44
1.35,-2.94,1,7.22,-4.06,-33.8
1.02,-2.11,-1,3.43,-6.32,-119.75
2.52,-1.66,0,3.44,14.69,49.27
1.4,-1.59,-1,10.67,-0.92,-68.18
1.57,-1.86,1,12.02,9.56,40.68
1.31,-0.18,-1,11.73,14.0,7.45
0.88,-0.96,0,18.42,4.28,-4.58
1.89,-2.24,0,10.95,1.85,-20.05
0.55,-2.57,1,6.59,-8.61,-58.44
2.58,-2.33,0,7.64,7.19,14.32
0.29,-0.69,1,18.93,3.23,34.38
1.0,-0.86,1,13.64,13.23,65.32
1.57,-1.96,0,12.95,1.68,-22.35
1.82,-0.42,0,0.65,20.58,80.21
3.13,-1.68,0,-5.31,13.98,83.08
1.8,-0.11,-1,2.98,18.22,39.53
1.12,-2.01,1,14.41,1.63,6.3
0.17,-1.96,1,10.3,-10.62,-45.26
2.17,-0.42,-1,-0.07,17.44,42.97
2.64,-1.33,1,-9.05,15.3,132.35
1.29,-0.47,0,11.49,16.96,46.98
1.49,-0.02,-1,7.51,17.11,26.93
0.09,-0.27,-2,9.85,-6.36,-124.9
0.91,-1.74,0,13.74,-4.8,-47.56
1.26,-0.66,-1,14.37,7.89,-22.92
2.99,-1.07,0,-11.71,14.21,110.01
1.66,-1.63,-1,10.33,1.41,-55.58
0.23,-1.85,0,6.13,-12.39,-92.82
1.11,-1.09,-1,14.01,0.6,-56.15
2.37,-0.61,1,-12.83,14.36,158.14
1.85,-0.13,0,-4.01,20.57,98.55
0.28,-2.18,1,8.82,-10.17,-51.57
1.76,-1.56,0,12.4,9.66,11.46
2.63,-0.79,-1,-3.29,15.39,48.13
2.85,-2.18,1,-1.91,13.32,95.68
2.25,-0.72,1,-9.84,16.46,144.96
0.83,-2.85,0,-1.36,-7.45,-115.74
0.83,-2.39,-1,-1.05,-5.68,-146.68
0.92,-0.76,-1,15.82,1.47,-48.13
2.38,-1.7,0,5.82,13.63,38.96
1.58,-2.87,0,3.82,-6.45,-73.91
0.18,-0.69,0,19.11,-5.58,-29.22
2.14,-3.03,1,7.59,1.23,6.3
0.1,-2.75,1,0.24,-9.58,-94.54
2.45,-2.99,1,6.88,3.97,26.36
2.92,-2.95,1,4.13,7.1,55.58
0.38,-1.92,-1,0.95,-8.36,-145.53
1.65,-2.98,-1,-3.7,-4.9,-133.5
1.58,-1.63,-1,10.41,0.58,-60.16
2.34,-1.21,0,1.1,17.69,64.74
2.12,-1.32,1,-0.37,17.81,103.13
0.71,-0.89,1,16.97,8.43,46.98
1.48,-2.67,0,5.84,-6.03,-68.18
2.33,-1.28,1,-4.56,17.36,117.46
1.98,-1.9,1,7.49,13.16,61.88
0.13,-2.57,0,-3.75,-8.13,-139.8
1.28,-0.52,-1,13.88,9.86,-13.75
0.11,-1.32,0,11.9,-12.33,-69.33
2.23,-0.55,2,-11.06,8.9,210.85
1.15,-2.04,0,11.67,-4.49,-50.99
1.81,-1.95,1,9.84,11.13,49.27
0.56,-1.76,0,11.0,-9.33,-68.75
1.3,-0.69,1,7.34,17.75,92.25
0.75,-1.15,-1,12.76,-4.85,-80.21
3.14,-2.04,1,-7.36,12.29,120.32
2.69,-0.23,0,-17.17,11.88,140.95
0.44,-2.98,1,0.78,-7.98,-88.24
1.91,-1.23,0,8.56,15.4,38.96
2.35,-1.55,1,-1.63,16.82,103.13
2.98,-2.21,0,3.14,10.87,44.12
0.2,-0.49,-1,15.51,-7.34,-73.91
0.49,-0.06,1,13.52,13.14,81.93
2.22,-1.15,1,-4.22,17.86,118.6
0.16,-0.36,1,18.65,4.75,45.84
0.02,-2.81,0,-6.14,-4.68,-159.86
2.44,-2.75,0,7.99,0.25,-17.76
2.01,-0.53,1,-7.86,17.61,142.09
1.24,-2.06,1,13.94,2.76,10.31
1.07,-0.23,1,6.17,18.1,105.42
0.19,-3.09,2,4.43,-5.84,-51.57
0.25,-2.22,-1,-2.84,-5.91,-170.17
2.91,-0.86,1,-17.01,8.46,174.75
2.38,-0.01,-1,-8.69,16.57,78.5
0.28,-1.9,0,6.04,-12.05,-92.82
0.29,-2.54,0,-2.09,-8.89,-128.92
1.18,-1.53,1,14.81,8.31,37.24
3.14,-2.75,-1,5.21,-1.34,-34.95
0.51,-2.9,0,-4.12,-6.14,-136.94
2.86,-1.49,-1,1.2,11.34,21.2
2.39,-0.11,1,-16.61,9.13,187.93
0.06,-2.38,1,3.96,-11.49,-75.63
0.11,-0.44,2,12.89,5.47,95.68
2.06,-2.76,-1,1.16,-5.27,-97.4
0.48,-1.01,-1,12.53,-7.3,-87.66
0.09,-2.95,-1,-5.02,3.29,-221.16
0.6,-2.43,0,2.19,-9.58,-104.85
2.01,-1.49,0,9.17,13.29,29.79
2.13,-2.76,-1,1.53,-5.18,-93.39
0.27,-2.59,0,-2.79,-8.38,-132.93
0.8,-0.4,1,12.51,14.65,80.21
2.58,-2.13,-1,6.35,3.11,-31.51
0.0,-1.72,-1,-0.43,-9.79,-155.84
1.13,-2.05,-1,4.83,-5.82,-110.01
0.21,-1.77,-1,1.07,-9.39,-146.68
0.82,-2.43,2,10.98,0.78,22.35
0.14,-2.85,1,-0.4,-8.88,-97.98
1.07,-3.0,1,5.09,-6.02,-53.29
2.34,-3.09,-1,-0.99,-6.63,-100.27
2.47,-2.87,1,6.74,5.58,34.38
2.6,-2.26,0,7.2,8.28,19.48
2.4,-0.97,1,-9.48,16.23,139.23
0.03,-2.87,1,-1.55,-8.62,-105.42
0.38,-2.72,-1,-5.23,-1.05,-191.37
1.99,-0.88,-1,7.22,13.43,6.3
1.16,-1.22,1,13.91,11.65,53.86
1.91,-2.4,0,10.02,0.01,-28.07
0.22,-1.93,-1,-0.5,-8.33,-155.27
2.5,-1.48,2,-8.89,11.0,173.03
2.83,-1.57,1,-8.97,14.21,129.49
0.67,-0.61,1,15.9,10.87,60.73
1.36,-0.99,1,9.39,16.24,78.5
2.45,-1.21,1,-7.46,16.58,128.34
1.7,-0.83,-2,6.6,5.96,-64.74
1.31,-1.36,1,12.87,12.11,54.43
2.67,-0.86,-1,-3.07,15.05,46.41
1.04,-0.17,0,12.57,16.74,49.85
0.39,-0.63,-1,15.55,-5.62,-71.05
0.34,-1.84,1,13.24,-8.0,-28.65
1.14,-2.62,-1,-1.97,-4.91,-142.09
1.41,-0.75,1,6.03,18.17,95.11
0.47,-2.2,-1,-1.28,-6.54,-156.42
0.32,-2.61,-1,-4.89,-2.03,-188.5
2.64,-2.98,1,5.99,5.32,37.82
1.44,-3.13,-1,-6.22,-3.06,-154.13
1.76,-0.08,0,-2.84,20.79,96.26
2.36,-0.62,0,-7.33,18.73,99.69
0.68,-1.57,1,16.81,-0.27,6.3
2.98,-1.05,-1,-5.18,13.29,53.29
0.19,-1.21,0,14.2,-10.61,-58.44
0.57,-0.47,2,9.32,10.52,120.32
0.23,-2.24,-1,-3.1,-5.66,-172.46
2.6,-1.96,-1,6.17,5.32,-20.63
1.01,-0.36,1,8.74,17.14,94.54
3.05,-3.05,0,7.03,0.64,0.0
2.68,-1.77,1,-4.3,15.25,109.43
0.35,-2.4,-1,-3.62,-4.45,-174.75
2.48,-2.02,-1,6.75,3.81,-30.94
0.23,-0.04,0,20.56,4.24,10.89
1.23,-1.64,0,15.18,1.02,-23.49
0.69,-1.27,0,17.11,-3.22,-33.23
1.93,-1.22,-1,9.56,9.11,-16.62
0.92,-1.93,-1,4.99,-6.69,-115.16
1.98,-1.03,1,-1.3,18.62,111.73
2.85,-0.62,-1,-8.65,14.14,70.47
1.73,-2.85,-1,-1.71,-5.36,-121.47
1.7,-0.41,1,-3.57,18.93,131.21
